TIME,COUNTRY,VALUE
2017M05,Hungary,102.79
2017M05,Malta,103.39
2017M05,Netherlands,101.49
2017M05,Austria,103.21
2017M05,Poland,101.5
2017M05,Portugal,103.08
2017M05,Romania,99.68
2017M05,Slovenia,101.86
2017M05,Slovakia,100.82
2017M05,Finland,101.32
2017M05,Sweden,102.89
2017M05,Iceland,99.05
2017M05,Norway,105.8
2017M05,Switzerland,100.13
2017M05,United Kingdom,103.3
2017M05,North Macedonia,102.83
2017M05,Serbia,104.8
2017M05,United States,102.27
2017M06,Belgium,103.95
2017M06,Bulgaria,99.35
2017M06,Czechia,103.0
2017M06,Denmark,100.8
2017M06,Germany (until 1990 former territory of the FRG),102.3
2017M06,Estonia,104.55
2017M06,Ireland,100.3
2017M06,Greece,102.30
2017M06,Spain,102.22
2017M06,France,101.58
2017M06,Croatia,100.86
2017M06,Italy,102.0
2017M06,Cyprus,100.19
2017M06,Latvia,103.82
2017M06,Lithuania,104.66
2017M06,Luxembourg,102.09
2017M06,Hungary,102.85
2017M06,Malta,104.44
2017M06,Netherlands,101.17
2017M06,Austria,103.06
2017M06,Poland,101.4
2017M06,Portugal,102.53
2017M06,Romania,99.61
2017M06,Slovenia,101.76
2017M06,Slovakia,100.82
2017M06,Finland,101.34
2017M06,Sweden,103.00
2017M06,Iceland,99.83
2017M06,Norway,106.2
2017M06,Switzerland,100.16
2017M06,United Kingdom,103.3
2017M06,North Macedonia,103.39
2017M06,Serbia,105.0
2017M06,United States,102.29
2017M07,Belgium,103.13
2017M07,Bulgaria,99.85
2017M07,Czechia,103.4
2017M07,Denmark,101.8
2017M07,Germany (until 1990 former territory of the FRG),102.9
2017M07,Estonia,105.36
2017M07,Ireland,100.4
2017M07,Greece,101.08
2017M07,Spain,100.98
2017M07,France,101.17
2017M07,Croatia,100.95
2017M07,Italy,100.1
2017M07,Cyprus,100.24
2017M07,Latvia,103.00
2017M07,Lithuania,104.46
2017M07,Luxembourg,101.13
2017M07,Hungary,102.92
2017M07,Malta,104.57
2017M07,Netherlands,102.00
2017M07,Austria,102.47
2017M07,Poland,101.2
2017M07,Portugal,101.89
2017M07,Romania,99.61
2017M07,Slovenia,101.14
2017M07,Slovakia,100.87
2017M07,Finland,100.94
2017M07,Sweden,103.59
2017M07,Iceland,100.93
2017M07,Norway,106.4
2017M07,Switzerland,100.24
2017M07,United Kingdom,103.2
2017M07,North Macedonia,102.71
2017M07,Serbia,104.6
2017M07,United States,102.11
2017M08,Belgium,104.64
2017M08,Bulgaria,100.03
2017M08,Czechia,103.2
2017M08,Denmark,101.4
2017M08,Germany (until 1990 former territory of the FRG),103.0
2017M08,Estonia,105.80
2017M08,Ireland,100.8
2017M08,Greece,100.77
2017M08,Spain,101.15
2017M08,France,101.74
2017M08,Croatia,101.00
2017M08,Italy,100.2
2017M08,Cyprus,101.22
2017M08,Latvia,102.90
2017M08,Lithuania,104.45
2017M08,Luxembourg,102.58
2017M08,Hungary,102.95
2017M08,Malta,105.00
2017M08,Netherlands,102.18
2017M08,Austria,102.46
2017M08,Poland,101.0
2017M08,Portugal,102.12
2017M08,Romania,99.36
2017M08,Slovenia,101.27
2017M08,Slovakia,100.88
2017M08,Finland,101.12
2017M08,Sweden,103.37
2017M08,Iceland,100.16
2017M08,Norway,105.6
2017M08,Switzerland,100.17
2017M08,United Kingdom,103.8
2017M08,North Macedonia,103.11
2017M08,Serbia,104.9
2017M08,United States,102.42
2017M09,Belgium,104.15
2017M09,Bulgaria,99.81
2017M09,Czechia,103.1
2017M09,Denmark,101.5
2017M09,Germany (until 1990 former territory of the FRG),103.0
2017M09,Estonia,105.56
2017M09,Ireland,100.2
2017M09,Greece,101.93
2017M09,Spain,101.77
2017M09,France,101.58
2017M09,Croatia,101.32
2017M09,Italy,102.0
2017M09,Cyprus,100.45
2017M09,Latvia,103.07
2017M09,Lithuania,105.28
2017M09,Luxembourg,102.61
2017M09,Hungary,103.01
2017M09,Malta,104.05
2017M09,Netherlands,101.75
2017M09,Austria,103.90
2017M09,Poland,101.2
2017M09,Portugal,103.15
2017M09,Romania,99.92
2017M09,Slovenia,101.60
2017M09,Slovakia,101.05
2017M09,Finland,101.35
2017M09,Sweden,103.51
2017M09,Iceland,98.66
2017M09,Norway,106.3
2017M09,Switzerland,100.39
2017M09,United Kingdom,104.1
2017M09,North Macedonia,103.20
2017M09,Serbia,104.9
2017M09,United States,103.02
2017M10,Belgium,104.44
2017M10,Bulgaria,99.94
2017M10,Czechia,103.6
2017M10,Denmark,101.6
2017M10,Germany (until 1990 former territory of the FRG),102.7
2017M10,Estonia,105.16
2017M10,Ireland,100.1
2017M10,Greece,101.80
2017M10,Spain,102.40
2017M10,France,101.70
2017M10,Croatia,101.43
2017M10,Italy,102.0
2017M10,Cyprus,99.84
2017M10,Latvia,103.44
2017M10,Lithuania,105.42
2017M10,Luxembourg,102.79
2017M10,Hungary,103.34
2017M10,Malta,103.33
2017M10,Netherlands,101.97
2017M10,Austria,104.12
2017M10,Poland,101.6
2017M10,Portugal,103.64
2017M10,Romania,101.03
2017M10,Slovenia,101.87
2017M10,Slovakia,101.40
2017M10,Finland,101.32
2017M10,Sweden,103.40
2017M10,Iceland,99.16
2017M10,Norway,106.3
2017M10,Switzerland,100.50
2017M10,United Kingdom,104.2
2017M10,North Macedonia,103.20
2017M10,Serbia,105.1
2017M10,United States,102.78
2017M11,Belgium,104.61
2017M11,Bulgaria,100.21
2017M11,Czechia,103.7
2017M11,Denmark,101.3
2017M11,Germany (until 1990 former territory of the FRG),102.0
2017M11,Estonia,105.56
2017M11,Ireland,100.0
2017M11,Greece,100.90
2017M11,Spain,102.73
2017M11,France,101.80
2017M11,Croatia,101.29
2017M11,Italy,101.8
2017M11,Cyprus,98.66
2017M11,Latvia,103.54
2017M11,Lithuania,105.69
2017M11,Luxembourg,102.80
2017M11,Hungary,103.66
2017M11,Malta,100.97
2017M11,Netherlands,101.57
2017M11,Austria,104.27
2017M11,Poland,102.0
2017M11,Portugal,102.53
2017M11,Romania,101.68
2017M11,Slovenia,102.14
2017M11,Slovakia,101.73
2017M11,Finland,101.67
2017M11,Sweden,103.63
2017M11,Iceland,97.41
2017M11,Norway,106.6
2017M11,Switzerland,100.22
2017M11,United Kingdom,104.6
2017M11,North Macedonia,103.12
2017M11,Serbia,105.0
2017M11,United States,102.68
2017M12,Belgium,105.08
2017M12,Bulgaria,100.88
2017M12,Czechia,103.7
2017M12,Denmark,100.9
2017M12,Germany (until 1990 former territory of the FRG),102.7
2017M12,Estonia,105.15
2017M12,Ireland,99.9
2017M12,Greece,101.24
2017M12,Spain,102.74
2017M12,France,102.16
2017M12,Croatia,100.95
2017M12,Italy,102.1
2017M12,Cyprus,98.32
2017M12,Latvia,103.57
2017M12,Lithuania,105.82
2017M12,Luxembourg,102.83
2017M12,Hungary,103.68
2017M12,Malta,100.88
2017M12,Netherlands,101.49
2017M12,Austria,104.94
2017M12,Poland,102.2
2017M12,Portugal,102.37
2017M12,Romania,101.98
2017M12,Slovenia,102.21
2017M12,Slovakia,101.71
2017M12,Finland,101.59
2017M12,Sweden,104.05
2017M12,Iceland,98.73
2017M12,Norway,106.5
2017M12,Switzerland,100.45
2017M12,United Kingdom,104.9
2017M12,North Macedonia,103.22
2017M12,Serbia,105.0
2017M12,United States,102.54
2018M01,Belgium,103.82
2018M01,Bulgaria,101.08
2018M01,Czechia,104.4
2018M01,Denmark,100.6
2018M01,Germany (until 1990 former territory of the FRG),101.7
2018M01,Estonia,105.28
2018M01,Ireland,99.2
2018M01,Greece,100.00
2018M01,Spain,101.22
2018M01,France,102.06
2018M01,Croatia,100.75
2018M01,Italy,100.6
2018M01,Cyprus,96.47
2018M01,Latvia,103.49
2018M01,Lithuania,105.87
2018M01,Luxembourg,101.90
2018M01,Hungary,104.01
2018M01,Malta,99.63
2018M01,Netherlands,101.12
2018M01,Austria,103.86
2018M01,Poland,102.4
2018M01,Portugal,101.15
2018M01,Romania,102.66
2018M01,Slovenia,101.56
2018M01,Slovakia,102.59
2018M01,Finland,101.26
2018M01,Sweden,103.10
2018M01,Iceland,97.86
2018M01,Norway,106.2
2018M01,Switzerland,99.95
2018M01,United Kingdom,104.4
2018M01,North Macedonia,102.96
2018M01,Serbia,105.3
2018M01,United States,103.20
2018M02,Belgium,105.53
2018M02,Bulgaria,101.31
2018M02,Czechia,104.3
2018M02,Denmark,101.2
2018M02,Germany (until 1990 former territory of the FRG),102.2
2018M02,Estonia,106.37
2018M02,Ireland,100.1
2018M02,Greece,100.09
2018M02,Spain,101.37
2018M02,France,102.05
2018M02,Croatia,100.62
2018M02,Italy,100.1
2018M02,Cyprus,97.58
2018M02,Latvia,103.72
2018M02,Lithuania,105.73
2018M02,Luxembourg,103.14
2018M02,Hungary,104.18
2018M02,Malta,100.19
2018M02,Netherlands,101.84
2018M02,Austria,104.12
2018M02,Poland,102.0
2018M02,Portugal,100.51
2018M02,Romania,102.91
2018M02,Slovenia,102.22
2018M02,Slovakia,102.75
2018M02,Finland,101.74
2018M02,Sweden,103.93
2018M02,Iceland,98.09
2018M02,Norway,107.4
2018M02,Switzerland,100.24
2018M02,United Kingdom,104.9
2018M02,North Macedonia,103.22
2018M02,Serbia,105.7
2018M02,United States,103.75
2018M03,Belgium,105.56
2018M03,Bulgaria,101.13
2018M03,Czechia,104.3
2018M03,Denmark,101.2
2018M03,Germany (until 1990 former territory of the FRG),103.0
2018M03,Estonia,106.44
2018M03,Ireland,100.5
2018M03,Greece,101.26
2018M03,Spain,102.59
2018M03,France,103.22
2018M03,Croatia,101.09
2018M03,Italy,102.4
2018M03,Cyprus,98.43
2018M03,Latvia,105.06
2018M03,Lithuania,106.15
2018M03,Luxembourg,103.15
2018M03,Hungary,104.29
2018M03,Malta,101.11
2018M03,Netherlands,102.06
2018M03,Austria,105.05
2018M03,Poland,102.0
2018M03,Portugal,102.69
2018M03,Romania,103.23
2018M03,Slovenia,102.61
2018M03,Slovakia,102.95
2018M03,Finland,101.98
2018M03,Sweden,104.25
2018M03,Iceland,98.80
2018M03,Norway,107.7
2018M03,Switzerland,100.56
2018M03,United Kingdom,105.0
2018M03,North Macedonia,103.45
2018M03,Serbia,105.8
2018M03,United States,103.98
2018M04,Belgium,106.01
2018M04,Bulgaria,101.45
2018M04,Czechia,104.6
2018M04,Denmark,101.8
2018M04,Germany (until 1990 former territory of the FRG),103.2
2018M04,Estonia,107.04
2018M04,Ireland,100.3
2018M04,Greece,102.23
2018M04,Spain,103.36
2018M04,France,103.43
2018M04,Croatia,102.00
2018M04,Italy,102.9
2018M04,Cyprus,99.51
2018M04,Latvia,105.35
2018M04,Lithuania,106.92
2018M04,Luxembourg,103.60
2018M04,Hungary,105.06
2018M04,Malta,103.77
2018M04,Netherlands,102.99
2018M04,Austria,105.29
2018M04,Poland,102.5
2018M04,Portugal,103.68
2018M04,Romania,103.69
2018M04,Slovenia,103.07
2018M04,Slovakia,103.56
2018M04,Finland,102.32
2018M04,Sweden,104.66
2018M04,Iceland,98.70
2018M04,Norway,108.2
2018M04,Switzerland,100.76
2018M04,United Kingdom,105.4
2018M04,North Macedonia,103.84
2018M04,Serbia,106.3
2018M04,United States,104.44
2018M05,Belgium,106.38
2018M05,Bulgaria,101.84
2018M05,Czechia,105.1
2018M05,Denmark,102.0
2018M05,Germany (until 1990 former territory of the FRG),104.3
2018M05,Estonia,107.61
2018M05,Ireland,100.9
2018M05,Greece,102.33
2018M05,Spain,104.32
2018M05,France,103.92
2018M05,Croatia,102.27
2018M05,Italy,103.2
2018M05,Cyprus,100.87
2018M05,Latvia,105.83
2018M05,Lithuania,107.42
2018M05,Luxembourg,104.22
2018M05,Hungary,105.75
2018M05,Malta,105.19
2018M05,Netherlands,103.41
2018M05,Austria,105.40
2018M05,Poland,102.7
2018M05,Portugal,104.55
2018M05,Romania,104.28
2018M05,Slovenia,104.12
2018M05,Slovakia,103.57
2018M05,Finland,102.37
2018M05,Sweden,104.95
2018M05,Iceland,99.03
2018M05,Norway,108.2
2018M05,Switzerland,101.15
2018M05,United Kingdom,105.8
2018M05,North Macedonia,105.59
2018M05,Serbia,107.1
2018M05,United States,104.94
2018M06,Belgium,106.68
2018M06,Bulgaria,102.34
2018M06,Czechia,105.5
2018M06,Denmark,101.9
2018M06,Germany (until 1990 former territory of the FRG),104.4
2018M06,Estonia,108.65
2018M06,Ireland,101.0
2018M06,Greece,103.29
2018M06,Spain,104.56
2018M06,France,103.93
2018M06,Croatia,103.06
2018M06,Italy,103.4
2018M06,Cyprus,101.92
2018M06,Latvia,106.59
2018M06,Lithuania,107.33
2018M06,Luxembourg,104.53
2018M06,Hungary,106.11
2018M06,Malta,106.57
2018M06,Netherlands,102.85
2018M06,Austria,105.46
2018M06,Poland,102.8
2018M06,Portugal,104.57
2018M06,Romania,104.33
2018M06,Slovenia,104.15
2018M06,Slovakia,103.70
2018M06,Finland,102.55
2018M06,Sweden,105.21
2018M06,Iceland,101.25
2018M06,Norway,109.1
2018M06,Switzerland,101.11
2018M06,United Kingdom,105.8
2018M06,North Macedonia,105.49
2018M06,Serbia,107.6
2018M06,United States,105.08
2018M07,Belgium,105.93
2018M07,Bulgaria,103.41
2018M07,Czechia,105.7
2018M07,Denmark,102.7
2018M07,Germany (until 1990 former territory of the FRG),105.2
2018M07,Estonia,108.87
2018M07,Ireland,101.4
2018M07,Greece,101.87
2018M07,Spain,103.31
2018M07,France,103.80
2018M07,Croatia,103.20
2018M07,Italy,102.0
2018M07,Cyprus,101.67
2018M07,Latvia,105.75
2018M07,Lithuania,106.82
2018M07,Luxembourg,103.63
2018M07,Hungary,106.44
2018M07,Malta,106.81
2018M07,Netherlands,103.96
2018M07,Austria,104.83
2018M07,Poland,102.6
2018M07,Portugal,104.16
2018M07,Romania,103.94
2018M07,Slovenia,103.27
2018M07,Slovakia,103.53
2018M07,Finland,102.36
2018M07,Sweden,105.82
2018M07,Iceland,102.80
2018M07,Norway,110.1
2018M07,Switzerland,101.47
2018M07,United Kingdom,105.8
2018M07,North Macedonia,105.08
2018M07,Serbia,107.1
2018M07,United States,105.00
2018M08,Belgium,107.41
2018M08,Bulgaria,103.75
2018M08,Czechia,105.7
2018M08,Denmark,102.2
2018M08,Germany (until 1990 former territory of the FRG),105.2
2018M08,Estonia,109.55
2018M08,Ireland,101.7
2018M08,Greece,101.66
2018M08,Spain,103.41
2018M08,France,104.35
2018M08,Croatia,103.16
2018M08,Italy,101.8
2018M08,Cyprus,102.91
2018M08,Latvia,105.78
2018M08,Lithuania,106.37
2018M08,Luxembourg,105.06
2018M08,Hungary,106.49
2018M08,Malta,107.56
2018M08,Netherlands,104.09
2018M08,Austria,104.82
2018M08,Poland,102.4
2018M08,Portugal,103.46
2018M08,Romania,104.02
2018M08,Slovenia,103.29
2018M08,Slovakia,103.77
2018M08,Finland,102.51
2018M08,Sweden,105.53
2018M08,Iceland,102.31
2018M08,Norway,109.7
2018M08,Switzerland,101.46
2018M08,United Kingdom,106.5
2018M08,North Macedonia,105.48
2018M08,Serbia,107.6
2018M08,United States,104.97
2018M09,Belgium,107.10
2018M09,Bulgaria,103.39
2018M09,Czechia,105.3
2018M09,Denmark,102.0
2018M09,Germany (until 1990 former territory of the FRG),105.3
2018M09,Estonia,109.26
2018M09,Ireland,101.4
2018M09,Greece,103.08
2018M09,Spain,104.06
2018M09,France,104.12
2018M09,Croatia,102.96
2018M09,Italy,103.5
2018M09,Cyprus,102.11
2018M09,Latvia,106.44
2018M09,Lithuania,107.85
2018M09,Luxembourg,105.38
2018M09,Hungary,106.82
2018M09,Malta,106.69
2018M09,Netherlands,103.36
2018M09,Austria,106.11
2018M09,Poland,102.7
2018M09,Portugal,105.03
2018M09,Romania,104.62
2018M09,Slovenia,103.84
2018M09,Slovakia,103.81
2018M09,Finland,102.78
2018M09,Sweden,106.05
2018M09,Iceland,99.87
2018M09,Norway,110.3
2018M09,Switzerland,101.47
2018M09,United Kingdom,106.6
2018M09,North Macedonia,105.33
2018M09,Serbia,107.1
2018M09,United States,105.04
2018M10,Belgium,107.80
2018M10,Bulgaria,103.55
2018M10,Czechia,105.7
2018M10,Denmark,102.3
2018M10,Germany (until 1990 former territory of the FRG),105.4
2018M10,Estonia,109.86
2018M10,Ireland,101.2
2018M10,Greece,103.59
2018M10,Spain,104.77
2018M10,France,104.24
2018M10,Croatia,103.12
2018M10,Italy,103.7
2018M10,Cyprus,101.78
2018M10,Latvia,106.75
2018M10,Lithuania,108.42
2018M10,Luxembourg,105.64
2018M10,Hungary,107.35
2018M10,Malta,105.45
2018M10,Netherlands,103.89
2018M10,Austria,106.62
2018M10,Poland,103.1
2018M10,Portugal,104.49
2018M10,Romania,105.26
2018M10,Slovenia,104.21
2018M10,Slovakia,103.90
2018M10,Finland,103.05
2018M10,Sweden,105.89
2018M10,Iceland,100.08
2018M10,Norway,110.1
2018M10,Switzerland,101.65
2018M10,United Kingdom,106.7
2018M10,North Macedonia,105.62
2018M10,Serbia,107.5
2018M10,United States,105.17
2018M11,Belgium,107.63
2018M11,Bulgaria,103.25
2018M11,Czechia,105.4
2018M11,Denmark,102.0
2018M11,Germany (until 1990 former territory of the FRG),104.2
2018M11,Estonia,108.97
2018M11,Ireland,100.8
2018M11,Greece,101.96
2018M11,Spain,104.52
2018M11,France,104.00
2018M11,Croatia,102.60
2018M11,Italy,103.4
2018M11,Cyprus,100.25
2018M11,Latvia,106.57
2018M11,Lithuania,108.22
2018M11,Luxembourg,105.47
2018M11,Hungary,106.98
2018M11,Malta,102.35
2018M11,Netherlands,103.37
2018M11,Austria,106.64
2018M11,Poland,103.1
2018M11,Portugal,103.43
2018M11,Romania,104.96
2018M11,Slovenia,104.31
2018M11,Slovakia,103.76
2018M11,Finland,103.13
2018M11,Sweden,105.77
2018M11,Iceland,98.84
2018M11,Norway,110.7
2018M11,Switzerland,101.24
2018M11,United Kingdom,107.0
2018M11,North Macedonia,105.09
2018M11,Serbia,107.0
2018M11,United States,104.60
2018M12,Belgium,107.39
2018M12,Bulgaria,103.21
2018M12,Czechia,105.4
2018M12,Denmark,101.6
2018M12,Germany (until 1990 former territory of the FRG),104.4
2018M12,Estonia,108.64
2018M12,Ireland,100.7
2018M12,Greece,101.88
2018M12,Spain,104.00
2018M12,France,104.10
2018M12,Croatia,101.96
2018M12,Italy,103.3
2018M12,Cyprus,99.31
2018M12,Latvia,106.21
2018M12,Lithuania,107.68
2018M12,Luxembourg,104.78
2018M12,Hungary,106.58
2018M12,Malta,102.13
2018M12,Netherlands,103.35
2018M12,Austria,106.74
2018M12,Poland,103.1
2018M12,Portugal,103.02
2018M12,Romania,105.06
2018M12,Slovenia,103.68
2018M12,Slovakia,103.61
2018M12,Finland,102.93
2018M12,Sweden,106.29
2018M12,Iceland,100.68
2018M12,Norway,110.7
2018M12,Switzerland,101.24
2018M12,United Kingdom,107.1
2018M12,North Macedonia,104.82
2018M12,Serbia,107.1
2018M12,United States,104.08
2019M01,Belgium,105.69
2019M01,Bulgaria,103.43
2019M01,Czechia,106.5
2019M01,Denmark,101.8
2019M01,Germany (until 1990 former territory of the FRG),103.4
2019M01,Estonia,108.18
2019M01,Ireland,100.0
2019M01,Greece,100.54
2019M01,Spain,102.26
2019M01,France,103.52
2019M01,Croatia,101.32
2019M01,Italy,101.5
2019M01,Cyprus,98.53
2019M01,Latvia,106.53
2019M01,Lithuania,107.60
2019M01,Luxembourg,103.58
2019M01,Hungary,106.88
2019M01,Malta,100.58
2019M01,Netherlands,103.13
2019M01,Austria,105.62
2019M01,Poland,103.0
2019M01,Portugal,101.73
2019M01,Romania,105.98
2019M01,Slovenia,102.78
2019M01,Slovakia,104.86
2019M01,Finland,102.48
2019M01,Sweden,105.13
2019M01,Iceland,99.66
2019M01,Norway,110.0
2019M01,Switzerland,100.63
2019M01,United Kingdom,106.3
2019M01,North Macedonia,104.78
2019M01,Serbia,107.4
2019M01,United States,104.26
2019M02,Belgium,107.62
2019M02,Bulgaria,103.73
2019M02,Czechia,106.8
2019M02,Denmark,102.3
2019M02,Germany (until 1990 former territory of the FRG),103.9
2019M02,Estonia,108.38
2019M02,Ireland,100.8
2019M02,Greece,100.86
2019M02,Spain,102.47
2019M02,France,103.64
2019M02,Croatia,101.41
2019M02,Italy,101.2
2019M02,Cyprus,98.36
2019M02,Latvia,106.64
2019M02,Lithuania,107.86
2019M02,Luxembourg,105.31
2019M02,Hungary,107.47
2019M02,Malta,101.50
2019M02,Netherlands,104.44
2019M02,Austria,105.61
2019M02,Poland,103.3
2019M02,Portugal,101.45
2019M02,Romania,107.00
2019M02,Slovenia,103.50
2019M02,Slovakia,105.09
2019M02,Finland,103.04
2019M02,Sweden,105.88
2019M02,Iceland,99.10
2019M02,Norway,111.0
2019M02,Switzerland,100.92
2019M02,United Kingdom,106.8
2019M02,North Macedonia,105.07
2019M02,Serbia,108.1
2019M02,United States,104.75
2019M03,Belgium,107.86
2019M03,Bulgaria,103.95
2019M03,Czechia,107.0
2019M03,Denmark,102.4
2019M03,Germany (until 1990 former territory of the FRG),104.4
2019M03,Estonia,108.83
2019M03,Ireland,101.6
2019M03,Greece,102.32
2019M03,Spain,103.90
2019M03,France,104.55
2019M03,Croatia,102.20
2019M03,Italy,103.5
2019M03,Cyprus,99.49
2019M03,Latvia,107.85
2019M03,Lithuania,108.88
2019M03,Luxembourg,105.63
2019M03,Hungary,108.23
2019M03,Malta,102.47
2019M03,Netherlands,104.98
2019M03,Austria,106.81
2019M03,Poland,103.7
2019M03,Portugal,103.53
2019M03,Romania,107.58
2019M03,Slovenia,104.23
2019M03,Slovakia,105.78
2019M03,Finland,103.15
2019M03,Sweden,106.10
2019M03,Iceland,100.13
2019M03,Norway,111.1
2019M03,Switzerland,101.23
2019M03,United Kingdom,107.0
2019M03,North Macedonia,105.73
2019M03,Serbia,108.6
2019M03,United States,105.45
2019M04,Belgium,108.11
2019M04,Bulgaria,104.60
2019M04,Czechia,107.1
2019M04,Denmark,102.7
2019M04,Germany (until 1990 former territory of the FRG),105.4
2019M04,Estonia,110.50
2019M04,Ireland,102.0
2019M04,Greece,103.33
2019M04,Spain,105.06
2019M04,France,104.93
2019M04,Croatia,102.86
2019M04,Italy,104.0
2019M04,Cyprus,100.74
2019M04,Latvia,108.86
2019M04,Lithuania,109.85
2019M04,Luxembourg,105.92
2019M04,Hungary,109.20
2019M04,Malta,105.57
2019M04,Netherlands,106.11
2019M04,Austria,107.12
2019M04,Poland,104.7
2019M04,Portugal,104.60
2019M04,Romania,108.30
2019M04,Slovenia,104.93
2019M04,Slovakia,106.01
2019M04,Finland,103.90
2019M04,Sweden,106.82
2019M04,Iceland,101.89
2019M04,Norway,111.6
2019M04,Switzerland,101.85
2019M04,United Kingdom,107.6
2019M04,North Macedonia,106.70
2019M04,Serbia,109.4
2019M04,United States,106.09
2019M05,Belgium,108.16
2019M05,Bulgaria,104.76
2019M05,Czechia,107.8
2019M05,Denmark,102.7
2019M05,Germany (until 1990 former territory of the FRG),105.7
2019M05,Estonia,110.93
2019M05,Ireland,101.9
2019M05,Greece,102.93
2019M05,Spain,105.31
2019M05,France,105.06
2019M05,Croatia,103.30
2019M05,Italy,104.1
2019M05,Cyprus,101.03
2019M05,Latvia,109.53
2019M05,Lithuania,110.15
2019M05,Luxembourg,106.47
2019M05,Hungary,110.00
2019M05,Malta,107.02
2019M05,Netherlands,105.82
2019M05,Austria,107.18
2019M05,Poland,105.0
2019M05,Portugal,104.87
2019M05,Romania,108.86
2019M05,Slovenia,105.75
2019M05,Slovakia,106.39
2019M05,Finland,103.67
2019M05,Sweden,107.12
2019M05,Iceland,101.88
2019M05,Norway,111.3
2019M05,Switzerland,101.63
2019M05,United Kingdom,107.9
2019M05,North Macedonia,107.30
2019M05,Serbia,109.2
2019M05,United States,106.30
2019M06,Belgium,108.09
2019M06,Bulgaria,104.73
2019M06,Czechia,108.0
2019M06,Denmark,102.4
2019M06,Germany (until 1990 former territory of the FRG),106.0
2019M06,Estonia,111.47
2019M06,Ireland,102.1
2019M06,Greece,103.54
2019M06,Spain,105.18
2019M06,France,105.35
2019M06,Croatia,103.59
2019M06,Italy,104.2
2019M06,Cyprus,102.26
2019M06,Latvia,109.85
2019M06,Lithuania,109.87
2019M06,Luxembourg,106.11
2019M06,Hungary,109.75
2019M06,Malta,108.45
2019M06,Netherlands,105.67
2019M06,Austria,107.11
2019M06,Poland,105.2
2019M06,Portugal,105.27
2019M06,Romania,108.43
2019M06,Slovenia,106.10
2019M06,Slovakia,106.49
2019M06,Finland,103.71
2019M06,Sweden,106.94
2019M06,Iceland,103.52
2019M06,Norway,111.4
2019M06,Switzerland,101.82
2019M06,United Kingdom,107.9
2019M06,North Macedonia,105.32
2019M06,Serbia,109.1
2019M06,United States,106.23
2019M07,Belgium,107.21
2019M07,Bulgaria,106.13
2019M07,Czechia,108.4
2019M07,Denmark,103.1
2019M07,Germany (until 1990 former territory of the FRG),106.4
2019M07,Estonia,111.10
2019M07,Ireland,101.9
2019M07,Greece,102.32
2019M07,Spain,103.98
2019M07,France,105.11
2019M07,Croatia,104.12
2019M07,Italy,102.3
2019M07,Cyprus,101.81
2019M07,Latvia,108.89
2019M07,Lithuania,109.51
2019M07,Luxembourg,105.30
2019M07,Hungary,109.98
2019M07,Malta,108.76
2019M07,Netherlands,106.67
2019M07,Austria,106.26
2019M07,Poland,105.2
2019M07,Portugal,103.46
2019M07,Romania,108.23
2019M07,Slovenia,105.38
2019M07,Slovakia,106.64
2019M07,Finland,103.38
2019M07,Sweden,107.45
2019M07,Iceland,104.48
2019M07,Norway,112.1
2019M07,Switzerland,101.87
2019M07,United Kingdom,107.9
2019M07,North Macedonia,105.38
2019M07,Serbia,109.0
2019M07,United States,106.39
2019M08,Belgium,108.34
2019M08,Bulgaria,106.33
2019M08,Czechia,108.5
2019M08,Denmark,102.7
2019M08,Germany (until 1990 former territory of the FRG),106.3
2019M08,Estonia,111.87
2019M08,Ireland,102.3
2019M08,Greece,101.74
2019M08,Spain,103.87
2019M08,France,105.67
2019M08,Croatia,103.73
2019M08,Italy,102.3
2019M08,Cyprus,103.49
2019M08,Latvia,109.08
2019M08,Lithuania,109.03
2019M08,Luxembourg,106.54
2019M08,Hungary,109.89
2019M08,Malta,109.63
2019M08,Netherlands,107.32
2019M08,Austria,106.34
2019M08,Poland,105.1
2019M08,Portugal,103.34
2019M08,Romania,108.24
2019M08,Slovenia,105.79
2019M08,Slovakia,106.87
2019M08,Finland,103.79
2019M08,Sweden,106.91
2019M08,Iceland,104.10
2019M08,Norway,111.3
2019M08,Switzerland,101.94
2019M08,United Kingdom,108.4
2019M08,North Macedonia,105.88
2019M08,Serbia,109.1
2019M08,United States,106.28
2019M09,Belgium,107.70
2019M09,Bulgaria,105.07
2019M09,Czechia,108.0
2019M09,Denmark,102.4
2019M09,Germany (until 1990 former territory of the FRG),106.2
2019M09,Estonia,111.70
2019M09,Ireland,102.0
2019M09,Greece,103.30
2019M09,Spain,104.28
2019M09,France,105.28
2019M09,Croatia,103.54
2019M09,Italy,103.7
2019M09,Cyprus,101.65
2019M09,Latvia,108.91
2019M09,Lithuania,110.02
2019M09,Luxembourg,106.50
2019M09,Hungary,109.91
2019M09,Malta,108.44
2019M09,Netherlands,106.16
2019M09,Austria,107.42
2019M09,Poland,105.2
2019M09,Portugal,104.76
2019M09,Romania,108.30
2019M09,Slovenia,105.64
2019M09,Slovakia,106.97
2019M09,Finland,103.83
2019M09,Sweden,107.43
2019M09,Iceland,102.68
2019M09,Norway,111.9
2019M09,Switzerland,101.56
2019M09,United Kingdom,108.5
2019M09,North Macedonia,105.00
2019M09,Serbia,108.6
2019M09,United States,106.28
2019M10,Belgium,108.01
2019M10,Bulgaria,105.23
