TIME,COUNTRY,AGE,VALUE
2008,Switzerland,From 18 to 24 years,26679
2008,Switzerland,From 18 to 64 years,29350
2008,Switzerland,18 years or over,28106
2008,Switzerland,From 25 to 49 years,28741
2008,Switzerland,From 25 to 54 years,29193
2008,Switzerland,From 50 to 64 years,31960
2008,Switzerland,From 55 to 64 years,31890
2008,Switzerland,Less than 60 years,27538
2008,Switzerland,60 years or over,24792
2008,Switzerland,Less than 65 years,27709
2008,Switzerland,From 65 to 74 years,0
2008,Switzerland,65 years or over,22313
2008,Switzerland,Less than 75 years,27355
2008,Switzerland,75 years or over,20531
2008,United Kingdom,Total,18923
2008,United Kingdom,Less than 6 years,17458
2008,United Kingdom,From 6 to 11 years,16604
2008,United Kingdom,From 11 to 15 years,0
2008,United Kingdom,From 12 to 17 years,16802
2008,United Kingdom,Less than 16 years,16842
2008,United Kingdom,From 16 to 24 years,18571
2008,United Kingdom,From 16 to 64 years,20804
2008,United Kingdom,16 years or over,19474
2008,United Kingdom,Less than 18 years,16847
2008,United Kingdom,From 18 to 24 years,19032
2008,United Kingdom,From 18 to 64 years,20991
2008,United Kingdom,18 years or over,19605
2008,United Kingdom,From 25 to 49 years,21526
2008,United Kingdom,From 25 to 54 years,21584
2008,United Kingdom,From 50 to 64 years,21020
2008,United Kingdom,From 55 to 64 years,20445
2008,United Kingdom,Less than 60 years,19948
2008,United Kingdom,60 years or over,15833
2008,United Kingdom,Less than 65 years,19935
2008,United Kingdom,From 65 to 74 years,0
2008,United Kingdom,65 years or over,14707
2008,United Kingdom,Less than 75 years,19502
2008,United Kingdom,75 years or over,14027
2008,North Macedonia,Total,0
2008,North Macedonia,Less than 6 years,0
2008,North Macedonia,From 6 to 11 years,0
2008,North Macedonia,From 11 to 15 years,0
2008,North Macedonia,From 12 to 17 years,0
2008,North Macedonia,Less than 16 years,0
2008,North Macedonia,From 16 to 24 years,0
2008,North Macedonia,From 16 to 64 years,0
2008,North Macedonia,16 years or over,0
2008,North Macedonia,Less than 18 years,0
2008,North Macedonia,From 18 to 24 years,0
2008,North Macedonia,From 18 to 64 years,0
2008,North Macedonia,18 years or over,0
2008,North Macedonia,From 25 to 49 years,0
2008,North Macedonia,From 25 to 54 years,0
2008,North Macedonia,From 50 to 64 years,0
2008,North Macedonia,From 55 to 64 years,0
2008,North Macedonia,Less than 60 years,0
2008,North Macedonia,60 years or over,0
2008,North Macedonia,Less than 65 years,0
2008,North Macedonia,From 65 to 74 years,0
2008,North Macedonia,65 years or over,0
2008,North Macedonia,Less than 75 years,0
2008,North Macedonia,75 years or over,0
2008,Serbia,Total,0
2008,Serbia,Less than 6 years,0
2008,Serbia,From 6 to 11 years,0
2008,Serbia,From 11 to 15 years,0
2008,Serbia,From 12 to 17 years,0
2008,Serbia,Less than 16 years,0
2008,Serbia,From 16 to 24 years,0
2008,Serbia,From 16 to 64 years,0
2008,Serbia,16 years or over,0
2008,Serbia,Less than 18 years,0
2008,Serbia,From 18 to 24 years,0
2008,Serbia,From 18 to 64 years,0
2008,Serbia,18 years or over,0
2008,Serbia,From 25 to 49 years,0
2008,Serbia,From 25 to 54 years,0
2008,Serbia,From 50 to 64 years,0
2008,Serbia,From 55 to 64 years,0
2008,Serbia,Less than 60 years,0
2008,Serbia,60 years or over,0
2008,Serbia,Less than 65 years,0
2008,Serbia,From 65 to 74 years,0
2008,Serbia,65 years or over,0
2008,Serbia,Less than 75 years,0
2008,Serbia,75 years or over,0
2009,Belgium,Total,19313
2009,Belgium,Less than 6 years,19313
2009,Belgium,From 6 to 11 years,18806
2009,Belgium,From 11 to 15 years,0
2009,Belgium,From 12 to 17 years,17633
2009,Belgium,Less than 16 years,18688
2009,Belgium,From 16 to 24 years,18923
2009,Belgium,From 16 to 64 years,20550
2009,Belgium,16 years or over,19447
2009,Belgium,Less than 18 years,18678
2009,Belgium,From 18 to 24 years,19080
2009,Belgium,From 18 to 64 years,20689
2009,Belgium,18 years or over,19477
2009,Belgium,From 25 to 49 years,21336
2009,Belgium,From 25 to 54 years,21438
2009,Belgium,From 50 to 64 years,20470
2009,Belgium,From 55 to 64 years,19471
2009,Belgium,Less than 60 years,20216
2009,Belgium,60 years or over,15686
2009,Belgium,Less than 65 years,20098
2009,Belgium,From 65 to 74 years,0
2009,Belgium,65 years or over,14967
2009,Belgium,Less than 75 years,19711
2009,Belgium,75 years or over,14108
2009,Bulgaria,Total,2828
2009,Bulgaria,Less than 6 years,2908
2009,Bulgaria,From 6 to 11 years,2859
2009,Bulgaria,From 11 to 15 years,0
2009,Bulgaria,From 12 to 17 years,2596
2009,Bulgaria,Less than 16 years,2816
2009,Bulgaria,From 16 to 24 years,2897
2009,Bulgaria,From 16 to 64 years,3097
2009,Bulgaria,16 years or over,2831
2009,Bulgaria,Less than 18 years,2768
2009,Bulgaria,From 18 to 24 years,3022
2009,Bulgaria,From 18 to 64 years,3108
2009,Bulgaria,18 years or over,2845
2009,Bulgaria,From 25 to 49 years,3166
2009,Bulgaria,From 25 to 54 years,3201
2009,Bulgaria,From 50 to 64 years,3068
2009,Bulgaria,From 55 to 64 years,2909
2009,Bulgaria,Less than 60 years,3082
2009,Bulgaria,60 years or over,2055
2009,Bulgaria,Less than 65 years,3030
2009,Bulgaria,From 65 to 74 years,0
2009,Bulgaria,65 years or over,1900
2009,Bulgaria,Less than 75 years,2909
2009,Bulgaria,75 years or over,1740
2009,Czechia,Total,7295
2009,Czechia,Less than 6 years,7074
2009,Czechia,From 6 to 11 years,7083
2009,Czechia,From 11 to 15 years,0
2009,Czechia,From 12 to 17 years,6544
2009,Czechia,Less than 16 years,6963
2009,Czechia,From 16 to 24 years,7285
2009,Czechia,From 16 to 64 years,7848
2009,Czechia,16 years or over,7391
2009,Czechia,Less than 18 years,6923
2009,Czechia,From 18 to 24 years,7528
2009,Czechia,From 18 to 64 years,7899
2009,Czechia,18 years or over,7410
2009,Czechia,From 25 to 49 years,7958
2009,Czechia,From 25 to 54 years,8080
2009,Czechia,From 50 to 64 years,7950
2009,Czechia,From 55 to 64 years,7593
2009,Czechia,Less than 60 years,7708
2009,Czechia,60 years or over,6225
2009,Czechia,Less than 65 years,7639
2009,Czechia,From 65 to 74 years,0
2009,Czechia,65 years or over,5982
2009,Czechia,Less than 75 years,7426
2009,Czechia,75 years or over,5797
2009,Denmark,Total,25029
2009,Denmark,Less than 6 years,25825
2009,Denmark,From 6 to 11 years,25521
2009,Denmark,From 11 to 15 years,0
2009,Denmark,From 12 to 17 years,24579
2009,Denmark,Less than 16 years,25379
2009,Denmark,From 16 to 24 years,21391
2009,Denmark,From 16 to 64 years,26518
2009,Denmark,16 years or over,24922
2009,Denmark,Less than 18 years,25230
2009,Denmark,From 18 to 24 years,19872
2009,Denmark,From 18 to 64 years,26639
2009,Denmark,18 years or over,24933
2009,Denmark,From 25 to 49 years,26861
2009,Denmark,From 25 to 54 years,27505
2009,Denmark,From 50 to 64 years,29012
2009,Denmark,From 55 to 64 years,27863
2009,Denmark,Less than 60 years,26332
2009,Denmark,60 years or over,20141
2009,Denmark,Less than 65 years,26239
2009,Denmark,From 65 to 74 years,0
2009,Denmark,65 years or over,18662
2009,Denmark,Less than 75 years,25759
2009,Denmark,75 years or over,17710
2009,Germany (until 1990 former territory of the FRG),Total,18586
2009,Germany (until 1990 former territory of the FRG),Less than 6 years,17850
2009,Germany (until 1990 former territory of the FRG),From 6 to 11 years,17547
2009,Germany (until 1990 former territory of the FRG),From 11 to 15 years,0
2009,Germany (until 1990 former territory of the FRG),From 12 to 17 years,17040
2009,Germany (until 1990 former territory of the FRG),Less than 16 years,17509
2009,Germany (until 1990 former territory of the FRG),From 16 to 24 years,17659
2009,Germany (until 1990 former territory of the FRG),From 16 to 64 years,19664
2009,Germany (until 1990 former territory of the FRG),16 years or over,18780
2009,Germany (until 1990 former territory of the FRG),Less than 18 years,17438
2009,Germany (until 1990 former territory of the FRG),From 18 to 24 years,17784
2009,Germany (until 1990 former territory of the FRG),From 18 to 64 years,19808
2009,Germany (until 1990 former territory of the FRG),18 years or over,18840
2009,Germany (until 1990 former territory of the FRG),From 25 to 49 years,20186
2009,Germany (until 1990 former territory of the FRG),From 25 to 54 years,20407
2009,Germany (until 1990 former territory of the FRG),From 50 to 64 years,20087
2009,Germany (until 1990 former territory of the FRG),From 55 to 64 years,18775
2009,Germany (until 1990 former territory of the FRG),Less than 60 years,19243
2009,Germany (until 1990 former territory of the FRG),60 years or over,16964
2009,Germany (until 1990 former territory of the FRG),Less than 65 years,19073
2009,Germany (until 1990 former territory of the FRG),From 65 to 74 years,0
2009,Germany (until 1990 former territory of the FRG),65 years or over,16804
2009,Germany (until 1990 former territory of the FRG),Less than 75 years,18686
2009,Germany (until 1990 former territory of the FRG),75 years or over,17059
2009,Estonia,Total,6209
2009,Estonia,Less than 6 years,6769
2009,Estonia,From 6 to 11 years,6209
2009,Estonia,From 11 to 15 years,0
2009,Estonia,From 12 to 17 years,5613
2009,Estonia,Less than 16 years,6270
2009,Estonia,From 16 to 24 years,6404
2009,Estonia,From 16 to 64 years,6762
2009,Estonia,16 years or over,6198
2009,Estonia,Less than 18 years,6174
2009,Estonia,From 18 to 24 years,6532
2009,Estonia,From 18 to 64 years,6800
2009,Estonia,18 years or over,6223
2009,Estonia,From 25 to 49 years,7093
2009,Estonia,From 25 to 54 years,6996
2009,Estonia,From 50 to 64 years,6390
2009,Estonia,From 55 to 64 years,6322
2009,Estonia,Less than 60 years,6699
2009,Estonia,60 years or over,4582
2009,Estonia,Less than 65 years,6668
2009,Estonia,From 65 to 74 years,0
2009,Estonia,65 years or over,4384
2009,Estonia,Less than 75 years,6441
2009,Estonia,75 years or over,3979
2009,Ireland,Total,22445
2009,Ireland,Less than 6 years,22467
2009,Ireland,From 6 to 11 years,19564
2009,Ireland,From 11 to 15 years,0
2009,Ireland,From 12 to 17 years,18960
2009,Ireland,Less than 16 years,20585
2009,Ireland,From 16 to 24 years,22380
2009,Ireland,From 16 to 64 years,23693
2009,Ireland,16 years or over,22907
2009,Ireland,Less than 18 years,20195
2009,Ireland,From 18 to 24 years,22692
2009,Ireland,From 18 to 64 years,23975
2009,Ireland,18 years or over,23076
2009,Ireland,From 25 to 49 years,24609
2009,Ireland,From 25 to 54 years,24533
2009,Ireland,From 50 to 64 years,23697
2009,Ireland,From 55 to 64 years,23140
2009,Ireland,Less than 60 years,22816
2009,Ireland,60 years or over,18889
2009,Ireland,Less than 65 years,22907
2009,Ireland,From 65 to 74 years,0
2009,Ireland,65 years or over,17865
2009,Ireland,Less than 75 years,22692
2009,Ireland,75 years or over,16777
2009,Greece,Total,11496
2009,Greece,Less than 6 years,11286
2009,Greece,From 6 to 11 years,11088
2009,Greece,From 11 to 15 years,0
2009,Greece,From 12 to 17 years,10167
2009,Greece,Less than 16 years,10834
2009,Greece,From 16 to 24 years,10496
2009,Greece,From 16 to 64 years,12181
2009,Greece,16 years or over,11600
2009,Greece,Less than 18 years,10824
2009,Greece,From 18 to 24 years,10528
2009,Greece,From 18 to 64 years,12225
2009,Greece,18 years or over,11616
2009,Greece,From 25 to 49 years,12370
2009,Greece,From 25 to 54 years,12522
2009,Greece,From 50 to 64 years,12916
2009,Greece,From 55 to 64 years,12544
2009,Greece,Less than 60 years,11880
2009,Greece,60 years or over,10495
2009,Greece,Less than 65 years,11880
2009,Greece,From 65 to 74 years,0
2009,Greece,65 years or over,10211
2009,Greece,Less than 75 years,11667
2009,Greece,75 years or over,9836
2009,Spain,Total,14795
2009,Spain,Less than 6 years,13482
2009,Spain,From 6 to 11 years,12525
2009,Spain,From 11 to 15 years,0
2009,Spain,From 12 to 17 years,12261
2009,Spain,Less than 16 years,12863
2009,Spain,From 16 to 24 years,14192
2009,Spain,From 16 to 64 years,15674
2009,Spain,16 years or over,15091
2009,Spain,Less than 18 years,12851
2009,Spain,From 18 to 24 years,14526
2009,Spain,From 18 to 64 years,15794
2009,Spain,18 years or over,15154
2009,Spain,From 25 to 49 years,15684
2009,Spain,From 25 to 54 years,15880
2009,Spain,From 50 to 64 years,16918
2009,Spain,From 55 to 64 years,16737
2009,Spain,Less than 60 years,15083
2009,Spain,60 years or over,13592
2009,Spain,Less than 65 years,15120
2009,Spain,From 65 to 74 years,0
2009,Spain,65 years or over,13118
2009,Spain,Less than 75 years,15025
2009,Spain,75 years or over,12500
2009,France,Total,19644
2009,France,Less than 6 years,18997
2009,France,From 6 to 11 years,17839
2009,France,From 11 to 15 years,0
2009,France,From 12 to 17 years,17275
2009,France,Less than 16 years,18284
2009,France,From 16 to 24 years,16951
2009,France,From 16 to 64 years,20310
2009,France,16 years or over,20029
2009,France,Less than 18 years,18195
2009,France,From 18 to 24 years,16872
2009,France,From 18 to 64 years,20418
2009,France,18 years or over,20125
2009,France,From 25 to 49 years,20265
2009,France,From 25 to 54 years,20529
2009,France,From 50 to 64 years,22496
2009,France,From 55 to 64 years,22437
2009,France,Less than 60 years,19612
2009,France,60 years or over,19791
2009,France,Less than 65 years,19799
2009,France,From 65 to 74 years,0
2009,France,65 years or over,18969
2009,France,Less than 75 years,19804
2009,France,75 years or over,18158
2009,Croatia,Total,0
2009,Croatia,Less than 6 years,0
2009,Croatia,From 6 to 11 years,0
2009,Croatia,From 11 to 15 years,0
2009,Croatia,From 12 to 17 years,0
2009,Croatia,Less than 16 years,0
2009,Croatia,From 16 to 24 years,0
2009,Croatia,From 16 to 64 years,0
2009,Croatia,16 years or over,0
2009,Croatia,Less than 18 years,0
2009,Croatia,From 18 to 24 years,0
2009,Croatia,From 18 to 64 years,0
2009,Croatia,18 years or over,0
2009,Croatia,From 25 to 49 years,0
2009,Croatia,From 25 to 54 years,0
2009,Croatia,From 50 to 64 years,0
2009,Croatia,From 55 to 64 years,0
2009,Croatia,Less than 60 years,0
2009,Croatia,60 years or over,0
2009,Croatia,Less than 65 years,0
2009,Croatia,From 65 to 74 years,0
2009,Croatia,65 years or over,0
2009,Croatia,Less than 75 years,0
2009,Croatia,75 years or over,0
2009,Italy,Total,15605
2009,Italy,Less than 6 years,14310
2009,Italy,From 6 to 11 years,13931
2009,Italy,From 11 to 15 years,0
2009,Italy,From 12 to 17 years,13262
2009,Italy,Less than 16 years,13874
2009,Italy,From 16 to 24 years,14606
2009,Italy,From 16 to 64 years,16551
2009,Italy,16 years or over,15915
2009,Italy,Less than 18 years,13798
2009,Italy,From 18 to 24 years,14897
2009,Italy,From 18 to 64 years,16685
2009,Italy,18 years or over,15977
2009,Italy,From 25 to 49 years,16467
2009,Italy,From 25 to 54 years,16595
2009,Italy,From 50 to 64 years,17927
2009,Italy,From 55 to 64 years,18237
2009,Italy,Less than 60 years,15872
2009,Italy,60 years or over,14927
2009,Italy,Less than 65 years,16002
2009,Italy,From 65 to 74 years,0
2009,Italy,65 years or over,14287
2009,Italy,Less than 75 years,15867
2009,Italy,75 years or over,13699
2009,Cyprus,Total,16451
2009,Cyprus,Less than 6 years,16881
2009,Cyprus,From 6 to 11 years,16137
2009,Cyprus,From 11 to 15 years,0
2009,Cyprus,From 12 to 17 years,14633
2009,Cyprus,Less than 16 years,16137
2009,Cyprus,From 16 to 24 years,15796
2009,Cyprus,From 16 to 64 years,17334
2009,Cyprus,16 years or over,16588
2009,Cyprus,Less than 18 years,15900
2009,Cyprus,From 18 to 24 years,16028
2009,Cyprus,From 18 to 64 years,17473
2009,Cyprus,18 years or over,16711
2009,Cyprus,From 25 to 49 years,17874
2009,Cyprus,From 25 to 54 years,18075
2009,Cyprus,From 50 to 64 years,17933
2009,Cyprus,From 55 to 64 years,17081
2009,Cyprus,Less than 60 years,17096
2009,Cyprus,60 years or over,11814
2009,Cyprus,Less than 65 years,17037
2009,Cyprus,From 65 to 74 years,0
2009,Cyprus,65 years or over,10324
2009,Cyprus,Less than 75 years,16849
2009,Cyprus,75 years or over,9068
2009,Latvia,Total,5355
2009,Latvia,Less than 6 years,5743
2009,Latvia,From 6 to 11 years,5197
2009,Latvia,From 11 to 15 years,0
2009,Latvia,From 12 to 17 years,4787
2009,Latvia,Less than 16 years,5374
2009,Latvia,From 16 to 24 years,5705
2009,Latvia,From 16 to 64 years,5922
2009,Latvia,16 years or over,5355
2009,Latvia,Less than 18 years,5205
2009,Latvia,From 18 to 24 years,5942
2009,Latvia,From 18 to 64 years,5969
2009,Latvia,18 years or over,5387
2009,Latvia,From 25 to 49 years,6247
2009,Latvia,From 25 to 54 years,6235
2009,Latvia,From 50 to 64 years,5559
2009,Latvia,From 55 to 64 years,5286
2009,Latvia,Less than 60 years,5888
2009,Latvia,60 years or over,3547
2009,Latvia,Less than 65 years,5822
2009,Latvia,From 65 to 74 years,0
2009,Latvia,65 years or over,3302
2009,Latvia,Less than 75 years,5597
2009,Latvia,75 years or over,3058
2009,Lithuania,Total,4715
2009,Lithuania,Less than 6 years,5185
2009,Lithuania,From 6 to 11 years,4653
2009,Lithuania,From 11 to 15 years,0
2009,Lithuania,From 12 to 17 years,4238
2009,Lithuania,Less than 16 years,4546
2009,Lithuania,From 16 to 24 years,4907
2009,Lithuania,From 16 to 64 years,5169
2009,Lithuania,16 years or over,4748
2009,Lithuania,Less than 18 years,4510
2009,Lithuania,From 18 to 24 years,5060
2009,Lithuania,From 18 to 64 years,5203
2009,Lithuania,18 years or over,4760
2009,Lithuania,From 25 to 49 years,5373
2009,Lithuania,From 25 to 54 years,5399
2009,Lithuania,From 50 to 64 years,4980
2009,Lithuania,From 55 to 64 years,4703
2009,Lithuania,Less than 60 years,5095
2009,Lithuania,60 years or over,3820
2009,Lithuania,Less than 65 years,5069
2009,Lithuania,From 65 to 74 years,0
2009,Lithuania,65 years or over,3716
2009,Lithuania,Less than 75 years,4899
2009,Lithuania,75 years or over,3522
2009,Luxembourg,Total,31764
2009,Luxembourg,Less than 6 years,27441
2009,Luxembourg,From 6 to 11 years,28330
2009,Luxembourg,From 11 to 15 years,0
2009,Luxembourg,From 12 to 17 years,28079
2009,Luxembourg,Less than 16 years,28105
2009,Luxembourg,From 16 to 24 years,27468
2009,Luxembourg,From 16 to 64 years,32385
2009,Luxembourg,16 years or over,32223
2009,Luxembourg,Less than 18 years,28031
2009,Luxembourg,From 18 to 24 years,27797
2009,Luxembourg,From 18 to 64 years,32539
2009,Luxembourg,18 years or over,32419
2009,Luxembourg,From 25 to 49 years,32385
2009,Luxembourg,From 25 to 54 years,32568
2009,Luxembourg,From 50 to 64 years,35559
