"TIME","GEO","UNIT","ISCED11","ISCEDF13","SEX","Value"
"2019","Croatia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","2"
"2019","Croatia","Number","Tertiary education (levels 5-8)","Sports","Total","24"
"2019","Croatia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","24"
"2019","Croatia","Number","Tertiary education (levels 5-8)","Transport services","Total","208"
"2019","Italy","Number","Tertiary education (levels 5-8)","Total","Total","54,855"
"2019","Italy","Number","Tertiary education (levels 5-8)","Education","Total","541"
"2019","Italy","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","17,902"
"2019","Italy","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","6,460"
"2019","Italy","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","7,345"
"2019","Italy","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","3,053"
"2019","Italy","Number","Tertiary education (levels 5-8)","Biology","Total","646"
"2019","Italy","Number","Tertiary education (levels 5-8)","Biochemistry","Total","365"
"2019","Italy","Number","Tertiary education (levels 5-8)","Environment","Total","169"
"2019","Italy","Number","Tertiary education (levels 5-8)","Physical sciences","Total","1,287"
"2019","Italy","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","516"
"2019","Italy","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","746"
"2019","Italy","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","11,898"
"2019","Italy","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","7,253"
"2019","Italy","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","251"
"2019","Italy","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","4,394"
"2019","Italy","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","1,008"
"2019","Italy","Number","Tertiary education (levels 5-8)","Health and welfare","Total","4,894"
"2019","Italy","Number","Tertiary education (levels 5-8)","Health","Total","4,797"
"2019","Italy","Number","Tertiary education (levels 5-8)","Dental studies","Total","148"
"2019","Italy","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Italy","Number","Tertiary education (levels 5-8)","Welfare","Total","97"
"2019","Italy","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2019","Italy","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2019","Italy","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","90"
"2019","Italy","Number","Tertiary education (levels 5-8)","Services","Total","647"
"2019","Italy","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Italy","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Italy","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2019","Italy","Number","Tertiary education (levels 5-8)","Sports","Total","178"
"2019","Italy","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","468"
"2019","Italy","Number","Tertiary education (levels 5-8)","Transport services","Total","1"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Total","Total","13,085"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Education","Total","166"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","364"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","556"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","8,816"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","193"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Biology","Total","125"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Biochemistry","Total","4"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Environment","Total","15"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Physical sciences","Total","22"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","27"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","352"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","495"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","232"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","5"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","258"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","15"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Health and welfare","Total","1,811"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Health","Total","1,796"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Dental studies","Total","56"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Welfare","Total","15"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","15"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Services","Total","317"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","27"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","139"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Sports","Total","101"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","20"
"2019","Cyprus","Number","Tertiary education (levels 5-8)","Transport services","Total","11"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Total","Total","8,380"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Education","Total","52"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","218"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","459"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","2,799"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","56"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Biology","Total","7"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Biochemistry","Total","10"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Environment","Total","24"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","12"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","3"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","734"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","920"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","868"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","9"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","43"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","32"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","2,390"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Health","Total","2,360"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Dental studies","Total","269"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Welfare","Total","30"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","15"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","15"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Services","Total","720"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","7"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Sports","Total","24"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","346"
"2019","Latvia","Number","Tertiary education (levels 5-8)","Transport services","Total","235"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Total","Total","6,697"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Education","Total","98"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","656"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","998"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,672"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","164"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Biology","Total","41"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Biochemistry","Total","4"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Environment","Total","8"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Physical sciences","Total","37"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","7"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","236"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","1,075"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","802"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","37"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","236"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","123"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Health and welfare","Total","1,636"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Health","Total","1,430"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Dental studies","Total","226"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Welfare","Total","206"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","4"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","82"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Services","Total","39"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","3"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Sports","Total","22"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","2"
"2019","Lithuania","Number","Tertiary education (levels 5-8)","Transport services","Total","10"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Total","Total","3,455"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Education","Total","159"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","237"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","441"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,362"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","344"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Biology","Total","139"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Biochemistry","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Environment","Total","24"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Physical sciences","Total","141"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","40"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","319"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","292"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","61"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","38"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","98"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","193"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Health and welfare","Total","98"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Health","Total","54"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Dental studies","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Welfare","Total","44"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","8"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","36"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Services","Total","12"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","0"
"2019","Luxembourg","Number","Tertiary education (levels 5-8)","Transport services","Total","12"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Total","Total","35,479"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Education","Total","707"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","2,566"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","3,718"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","2,950"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","1,165"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Biology","Total","341"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Biochemistry","Total","17"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Environment","Total","137"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Physical sciences","Total","509"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","146"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","1,715"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","3,435"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","2,035"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","315"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","1,085"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","2,028"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Health and welfare","Total","10,292"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Health","Total","10,167"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Dental studies","Total","1,198"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Welfare","Total","125"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","52"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","73"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Services","Total","718"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Sports","Total","101"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","557"
"2019","Hungary","Number","Tertiary education (levels 5-8)","Transport services","Total","29"
"2019","Malta","Number","Tertiary education (levels 5-8)","Total","Total","1,999"
"2019","Malta","Number","Tertiary education (levels 5-8)","Education","Total","119"
"2019","Malta","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","142"
"2019","Malta","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","218"
"2019","Malta","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","728"
"2019","Malta","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","55"
"2019","Malta","Number","Tertiary education (levels 5-8)","Biology","Total","16"
"2019","Malta","Number","Tertiary education (levels 5-8)","Biochemistry","Total","13"
"2019","Malta","Number","Tertiary education (levels 5-8)","Environment","Total","3"
"2019","Malta","Number","Tertiary education (levels 5-8)","Physical sciences","Total","21"
"2019","Malta","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","2"
"2019","Malta","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","140"
"2019","Malta","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","82"
"2019","Malta","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","57"
"2019","Malta","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","0"
"2019","Malta","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","25"
"2019","Malta","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","9"
"2019","Malta","Number","Tertiary education (levels 5-8)","Health and welfare","Total","417"
"2019","Malta","Number","Tertiary education (levels 5-8)","Health","Total","374"
"2019","Malta","Number","Tertiary education (levels 5-8)","Dental studies","Total","41"
"2019","Malta","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Malta","Number","Tertiary education (levels 5-8)","Welfare","Total","43"
"2019","Malta","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","23"
"2019","Malta","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","4"
"2019","Malta","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","16"
"2019","Malta","Number","Tertiary education (levels 5-8)","Services","Total","90"
"2019","Malta","Number","Tertiary education (levels 5-8)","Domestic services","Total","1"
"2019","Malta","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Malta","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","29"
"2019","Malta","Number","Tertiary education (levels 5-8)","Sports","Total","8"
"2019","Malta","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","39"
"2019","Malta","Number","Tertiary education (levels 5-8)","Transport services","Total","8"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Total","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Education","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Arts and humanities","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Business, administration and law","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Physical sciences","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Architecture and construction","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Health and welfare","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Services","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2019","Netherlands","Number","Tertiary education (levels 5-8)","Transport services","Total",":"
"2019","Austria","Number","Tertiary education (levels 5-8)","Total","Total","74,631"
"2019","Austria","Number","Tertiary education (levels 5-8)","Education","Total","4,215"
"2019","Austria","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","10,632"
"2019","Austria","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","12,023"
"2019","Austria","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","14,732"
"2019","Austria","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","8,057"
"2019","Austria","Number","Tertiary education (levels 5-8)","Biology","Total","2,245"
"2019","Austria","Number","Tertiary education (levels 5-8)","Biochemistry","Total","564"
"2019","Austria","Number","Tertiary education (levels 5-8)","Environment","Total","670"
"2019","Austria","Number","Tertiary education (levels 5-8)","Physical sciences","Total","3,097"
"2019","Austria","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","815"
"2019","Austria","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","3,688"
"2019","Austria","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","12,043"
"2019","Austria","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","4,727"
"2019","Austria","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","516"
"2019","Austria","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","5,670"
"2019","Austria","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","1,169"
"2019","Austria","Number","Tertiary education (levels 5-8)","Health and welfare","Total","6,827"
"2019","Austria","Number","Tertiary education (levels 5-8)","Health","Total","6,377"
"2019","Austria","Number","Tertiary education (levels 5-8)","Dental studies","Total","705"
"2019","Austria","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Austria","Number","Tertiary education (levels 5-8)","Welfare","Total","364"
"2019","Austria","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","1"
"2019","Austria","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","8"
"2019","Austria","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","355"
"2019","Austria","Number","Tertiary education (levels 5-8)","Services","Total","891"
"2019","Austria","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Austria","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Austria","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2019","Austria","Number","Tertiary education (levels 5-8)","Sports","Total","355"
"2019","Austria","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","388"
"2019","Austria","Number","Tertiary education (levels 5-8)","Transport services","Total","15"
"2019","Poland","Number","Tertiary education (levels 5-8)","Total","Total","55,191"
"2019","Poland","Number","Tertiary education (levels 5-8)","Education","Total","623"
"2019","Poland","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","5,801"
"2019","Poland","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","8,896"
"2019","Poland","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","14,852"
"2019","Poland","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","1,407"
"2019","Poland","Number","Tertiary education (levels 5-8)","Biology","Total","191"
"2019","Poland","Number","Tertiary education (levels 5-8)","Biochemistry","Total","212"
"2019","Poland","Number","Tertiary education (levels 5-8)","Environment","Total","173"
"2019","Poland","Number","Tertiary education (levels 5-8)","Physical sciences","Total","528"
"2019","Poland","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","147"
"2019","Poland","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","3,877"
"2019","Poland","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","4,965"
"2019","Poland","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","3,016"
"2019","Poland","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","337"
"2019","Poland","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","1,295"
"2019","Poland","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","802"
"2019","Poland","Number","Tertiary education (levels 5-8)","Health and welfare","Total","9,448"
"2019","Poland","Number","Tertiary education (levels 5-8)","Health","Total","9,364"
"2019","Poland","Number","Tertiary education (levels 5-8)","Dental studies","Total","1,116"
"2019","Poland","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Poland","Number","Tertiary education (levels 5-8)","Welfare","Total","57"
"2019","Poland","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","4"
"2019","Poland","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2019","Poland","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","52"
"2019","Poland","Number","Tertiary education (levels 5-8)","Services","Total","4,292"
"2019","Poland","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Poland","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","530"
"2019","Poland","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","49"
"2019","Poland","Number","Tertiary education (levels 5-8)","Sports","Total","29"
"2019","Poland","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","2,839"
"2019","Poland","Number","Tertiary education (levels 5-8)","Transport services","Total","443"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Total","Total","35,755"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Education","Total","1,541"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","4,245"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","4,497"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","8,928"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","1,796"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Biology","Total","620"
