"TIME","GEO","UNIT","ISCED11","ISCEDF13","SEX","Value"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Health and welfare","Total","29"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Dental studies","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Services","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","0"
"2013","Liechtenstein","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2013","Norway","Number","Tertiary education (levels 5-8)","Total","Total","9,234"
"2013","Norway","Number","Tertiary education (levels 5-8)","Education","Total","429"
"2013","Norway","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","1,574"
"2013","Norway","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","1,165"
"2013","Norway","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,226"
"2013","Norway","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","725"
"2013","Norway","Number","Tertiary education (levels 5-8)","Biology","Total","245"
"2013","Norway","Number","Tertiary education (levels 5-8)","Biochemistry","Total","68"
"2013","Norway","Number","Tertiary education (levels 5-8)","Environment","Total","-77"
"2013","Norway","Number","Tertiary education (levels 5-8)","Physical sciences","Total","378"
"2013","Norway","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","110"
"2013","Norway","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","524"
"2013","Norway","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","1,240"
"2013","Norway","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","699"
"2013","Norway","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","10"
"2013","Norway","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","182"
"2013","Norway","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","150"
"2013","Norway","Number","Tertiary education (levels 5-8)","Health and welfare","Total","891"
"2013","Norway","Number","Tertiary education (levels 5-8)","Health","Total","714"
"2013","Norway","Number","Tertiary education (levels 5-8)","Dental studies","Total","35"
"2013","Norway","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Norway","Number","Tertiary education (levels 5-8)","Welfare","Total","174"
"2013","Norway","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2013","Norway","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","46"
"2013","Norway","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","127"
"2013","Norway","Number","Tertiary education (levels 5-8)","Services","Total","229"
"2013","Norway","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2013","Norway","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","1"
"2013","Norway","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","45"
"2013","Norway","Number","Tertiary education (levels 5-8)","Sports","Total","79"
"2013","Norway","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","39"
"2013","Norway","Number","Tertiary education (levels 5-8)","Transport services","Total","43"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Total","Total","47,142"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Education","Total","2,216"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","7,350"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","5,289"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","9,411"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","7,800"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Biology","Total","2,479"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Biochemistry","Total","0"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Environment","Total","1,006"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Physical sciences","Total","3,461"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","854"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","1,581"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","8,227"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","4,442"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","478"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","3,307"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","241"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Health and welfare","Total","3,469"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Health","Total","2,758"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Dental studies","Total","188"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Welfare","Total","711"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","711"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Services","Total","944"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Domestic services","Total","26"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","861"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Sports","Total","9"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","48"
"2013","Switzerland","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Total","Total","416,693"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Education","Total","10,406"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","52,839"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","47,688"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","138,635"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","41,765"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Physical sciences","Total","13,370"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","8,516"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","18,836"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","61,617"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","48,378"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","1,988"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","11,251"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","3,345"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Health and welfare","Total","31,923"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Services","Total","7,684"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2013","United Kingdom","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Total","Total","1,302"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Education","Total","62"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","335"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","148"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","304"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","68"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Environment","Total","0"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","18"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","22"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","180"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","90"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","31"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","3"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","56"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","2"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","76"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Dental studies","Total","7"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","0"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Services","Total","37"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","4"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","19"
"2013","North Macedonia","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Total","Total","8,931"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Education","Total","342"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","892"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","909"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,963"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","505"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Environment","Total","85"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","0"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","112"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","296"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","2,296"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","144"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","0"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","769"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","455"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","1,046"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Dental studies","Total","150"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","4"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Services","Total","227"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","51"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Sports","Total","33"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","160"
"2013","Serbia","Number","Tertiary education (levels 5-8)","Transport services","Total","5"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Total","Total","54,387"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Education","Total","3,419"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","6,921"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","7,967"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","12,649"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","3,173"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Environment","Total","76"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Physical sciences","Total","1,591"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","654"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","1,727"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","8,809"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","3,468"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","932"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","3,432"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","945"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Health and welfare","Total","6,524"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Dental studies","Total","942"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","86"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Services","Total","2,253"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Domestic services","Total","16"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","7"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","61"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Sports","Total","26"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","1,342"
"2013","Turkey","Number","Tertiary education (levels 5-8)","Transport services","Total","90"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Total","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Education","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Arts and humanities","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Business, administration and law","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Physical sciences","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Architecture and construction","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Health and welfare","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Services","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2013","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Transport services","Total",":"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Total","Total","55,516"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Education","Total","1,789"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","6,937"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","5,813"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","5,992"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","3,489"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Environment","Total","148"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Physical sciences","Total","1,189"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","525"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","827"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","6,241"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","1,809"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","126"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","2,026"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","2,650"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Health and welfare","Total","18,249"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Dental studies","Total","743"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","1,034"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","1,029"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Services","Total","1,056"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","92"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Sports","Total","557"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","137"
"2014","Belgium","Number","Tertiary education (levels 5-8)","Transport services","Total","192"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Total","Total","11,282"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Education","Total","560"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","506"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","859"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","949"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","116"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Biology","Total","29"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Biochemistry","Total","12"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Environment","Total","25"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Physical sciences","Total","33"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","17"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","328"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","1,794"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","1,225"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","66"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","503"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","235"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Health and welfare","Total","5,146"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Health","Total","5,126"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Dental studies","Total","744"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Welfare","Total","19"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","19"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Services","Total","401"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","5"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Sports","Total","35"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","133"
"2014","Bulgaria","Number","Tertiary education (levels 5-8)","Transport services","Total","111"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Total","Total","41,150"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Education","Total","756"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","3,978"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","4,846"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","9,805"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","3,113"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Environment","Total","93"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","1,351"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","576"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","3,812"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","5,264"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","2,720"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","510"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","1,682"
