DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2001,42390,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2002,42430,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2003,42490,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2004,43520,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2005,44400,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2006,45990,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2007,46210,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2008,45700,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2009,43220,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2010,43840,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2011,44240,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2012,44170,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2013,44410,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2014,44890,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2015,45630,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2016,46720,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2017,47740,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2018,48450,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2019,49270,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2020,48150,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Denmark,2021,50200,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2000,7540,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2001,8040,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2002,8640,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2003,9350,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2004,10050,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2005,11070,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2006,12230,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2007,13230,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2008,12590,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2009,10770,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2010,11060,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2011,11890,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2012,12320,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2013,12540,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2014,12960,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2015,13230,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2016,13620,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2017,14410,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2018,14970,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2019,15510,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2020,15010,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Estonia,2021,16260,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2000,17430,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2001,18050,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2002,18690,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2003,19730,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2004,20670,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2005,20740,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2006,21840,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2007,22500,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2008,22370,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2009,21350,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2010,20150,b
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2011,18130,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2012,16940,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2013,16630,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2014,16830,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2015,16900,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2016,16890,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2017,17110,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2018,17430,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2019,17760,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2020,16180,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Greece,2021,17590,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2000,21460,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2001,22190,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2002,22430,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2003,22680,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2004,23020,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2005,23420,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2006,24000,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2007,24380,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2008,24200,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2009,23100,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2010,23040,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2011,22770,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2012,22080,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2013,21840,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2014,22210,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2015,23080,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2016,23760,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2017,24430,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2018,24880,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2019,25200,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2020,22350,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Spain,2021,23510,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2000,30510,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2001,31230,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2002,31690,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2003,32250,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2004,33440,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2005,34250,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2006,35490,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2007,37210,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2008,37330,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2009,34150,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2010,35080,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2011,35810,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2012,35140,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2013,34660,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2014,34390,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2015,34460,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2016,35330,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2017,36380,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2018,36740,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2019,37150,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2020,36240,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Finland,2021,37400,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2000,28930,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2001,29290,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2002,29410,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2003,29440,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2004,30050,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2005,30320,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2006,30850,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2007,31400,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2008,31310,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2009,30250,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2010,30690,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2011,31210,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2012,31160,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2013,31170,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2014,31320,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2015,31540,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2016,31770,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2017,32360,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2018,32820,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2019,33320,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2020,30610,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,France,2021,32650,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2000,7970,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2001,8510,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2002,8990,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2003,9490,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2004,9880,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2005,10290,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2006,10800,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2007,11330,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2008,11550,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2009,10720,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2010,10610,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2011,10630,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2012,10420,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2013,10420,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2014,10430,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2015,10770,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2016,11240,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2017,11750,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2018,12200,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2019,12700,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2020,11730,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Croatia,2021,13480,e
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2000,7910,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2001,8260,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2002,8670,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2003,9050,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2004,9530,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2005,9950,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2006,10360,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2007,10410,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2008,10530,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2009,9850,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2010,9980,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2011,10200,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2012,10120,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2013,10330,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2014,10800,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2015,11220,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2016,11500,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2017,12030,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2018,12690,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2019,13270,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2020,12710,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Hungary,2021,13660,p
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2000,33270,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2001,34490,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2002,35890,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2003,36370,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2004,38170,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2005,39460,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2006,40360,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2007,41240,
ESTAT:SDG_08_10(1.0),20/04/22 11:00:00,Annual,Chain linked volumes (2010), euro per capita,Gross domestic product at market prices,Ireland,2008,38550,
